"Itemnumber","Collectionname","Groupnumber","Catintrono","Stylename","Roomname","Groupname","Piecename","Fabriccolor","Finishcolor","Assemblyrequired","Typeofpackaging","Pack","Dropship","Countryoforigin","Catalogdescription","Shippingweight","Cubes","Itemdesc","Cartonlength","Cartonwidth","Cartonheight","Product 1 Desc","Product 1 Length","Product 1 Width","Product 1 Height","Product 2 Desc","Product 2 Length","Product 2 Width","Product 2 Height","Product 3 Desc","Product 3 Length","Product 3 Width","Product 3 Height","Product 4 Desc","Product 4 Length","Product 4 Width","Product 4 Height","UPC",
"202411FB2","Louis Philippe","G202413",2013,"TRA (TRADITIONAL)","B (BEDROOM)","MASTER BEDROOM","BED",,"Cappuccino",0,"BOX",1,0,"Malaysia","Bring home the casual and elegant Louis Philippe bedroom collection. This group is made from select hardwood and veneers available in a rich cappuccino. Case pieces include metal on metal glides while the silver bail handle hardware accents the finish. With great bedroom storage capabilities and a casual traditional style, the Louis Philippe collection suits the master bedroom that recalls luxury without straying from practicality.",25.4,1.21,"FULL BED SIDE RAILS & SLATS B2",77.17,6.89,3.94,,,,,,,,,,,,,,,,,21032254575,
"202411KE","Louis Philippe","G202413",2013,"TRA (TRADITIONAL)","B (BEDROOM)","MASTER BEDROOM","BED",,"Cappuccino",1,"BOX",1,0,"Malaysia","Bring home the casual and elegant Louis Philippe bedroom collection. This group is made from select hardwood and veneers available in a rich cappuccino. Case pieces include metal on metal glides while the silver bail handle hardware accents the finish. With great bedroom storage capabilities and a casual traditional style, the Louis Philippe collection suits the master bedroom that recalls luxury without straying from practicality.",,,,,,,"EASTERN KING BED",89,74.5,43.75,,,,,,,,,,,,,,
"202411KEB1","Louis Philippe","G202413",2013,"TRA (TRADITIONAL)","B (BEDROOM)","MASTER BEDROOM","BED",,"White",0,"BOX",1,0,"Malaysia","Bring home the casual and elegant Louis Philippe bedroom collection. This group is made from select hardwood and veneers available in a rich cappuccino. Case pieces include metal on metal glides while the silver bail handle hardware accents the finish. With great bedroom storage capabilities and a casual traditional style, the Louis Philippe collection suits the master bedroom that recalls luxury without straying from practicality.",75.63,7.88,"EASTERN KING BED B1",80.31,28.74,5.91,,,,,,,,,,,,,,,,,21032255381,
"202411KEB2","Louis Philippe","G202413",2013,"TRA (TRADITIONAL)","B (BEDROOM)","MASTER BEDROOM","BED",,"Cappuccino",0,"BOX",1,0,"Malaysia","Bring home the casual and elegant Louis Philippe bedroom collection. This group is made from select hardwood and veneers available in a rich cappuccino. Case pieces include metal on metal glides while the silver bail handle hardware accents the finish. With great bedroom storage capabilities and a casual traditional style, the Louis Philippe collection suits the master bedroom that recalls luxury without straying from practicality.",30.43,1.39,"EASTERN KING BED SIDE RAILS AND SLATS B2",82.09,7.48,3.94,,,,,,,,,,,,,,,,,21032255398,
"202411Q","Louis Philippe","G202413",2013,"TRA (TRADITIONAL)","B (BEDROOM)","MASTER BEDROOM","BED",,"Cappuccino",1,"BOX",1,0,"Malaysia","Bring home the casual and elegant Louis Philippe bedroom collection. This group is made from select hardwood and veneers available in a rich cappuccino. Case pieces include metal on metal glides while the silver bail handle hardware accents the finish. With great bedroom storage capabilities and a casual traditional style, the Louis Philippe collection suits the master bedroom that recalls luxury without straying from practicality.",,,,,,,"QUEEN BED",89,65.5,43.75,,,,,,,,,,,,,,
"202411QB1","Louis Philippe","G202413",2013,"TRA (TRADITIONAL)","B (BEDROOM)","MASTER BEDROOM","BED",,"Cappuccino",0,"BOX",1,0,"Malaysia","Bring home the casual and elegant Louis Philippe bedroom collection. This group is made from select hardwood and veneers available in a rich cappuccino. Case pieces include metal on metal glides while the silver bail handle hardware accents the finish. With great bedroom storage capabilities and a casual traditional style, the Louis Philippe collection suits the master bedroom that recalls luxury without straying from practicality.",62.26,6.76,"QUEEN BED HB & FB B1",64.57,28.74,6.3,,,,,,,,,,,,,,,,,21032255404,
"202411QB2","Louis Philippe","G202413",2013,"TRA (TRADITIONAL)","B (BEDROOM)","MASTER BEDROOM","BED",,"Cappuccino",0,"BOX",1,0,"Malaysia","Bring home the casual and elegant Louis Philippe bedroom collection. This group is made from select hardwood and veneers available in a rich cappuccino. Case pieces include metal on metal glides while the silver bail handle hardware accents the finish. With great bedroom storage capabilities and a casual traditional style, the Louis Philippe collection suits the master bedroom that recalls luxury without straying from practicality.",25.67,1.22,"QUEEN BED SIDE RAILS AND SLATS B2",82.09,6.89,3.74,,,,,,,,,,,,,,,,,21032255411,
"202411T","Louis Philippe","G202413",2013,"TRA (TRADITIONAL)","B (BEDROOM)","MASTER BEDROOM","BED",,"Cappuccino",1,"BOX",1,0,"Malaysia","Bring home the casual and elegant Louis Philippe bedroom collection. This group is made from select hardwood and veneers available in a rich cappuccino. Case pieces include metal on metal glides while the silver bail handle hardware accents the finish. With great bedroom storage capabilities and a casual traditional style, the Louis Philippe collection suits the master bedroom that recalls luxury without straying from practicality.",,,,,,,"TWIN BED",83,41,0,,,,,,,,,,,,,,
"202411TB1","Louis Philippe","G202413",2013,"TRA (TRADITIONAL)","B (BEDROOM)","MASTER BEDROOM","BED",,"Cappuccino",0,"BOX",1,0,"Malaysia","Bring home the casual and elegant Louis Philippe bedroom collection. This group is made from select hardwood and veneers available in a rich cappuccino. Case pieces include metal on metal glides while the silver bail handle hardware accents the finish. With great bedroom storage capabilities and a casual traditional style, the Louis Philippe collection suits the master bedroom that recalls luxury without straying from practicality.",48.02,5.15,"TWIN BED HB & FB B1",50.79,28.74,3.1,,,,,,,,,,,,,,,,,21032254582,
"202411TB2","Louis Philippe","G202413",2013,"TRA (TRADITIONAL)","B (BEDROOM)","MASTER BEDROOM","BED",,"Cappuccino",0,"BOX",1,0,"Malaysia","Bring home the casual and elegant Louis Philippe bedroom collection. This group is made from select hardwood and veneers available in a rich cappuccino. Case pieces include metal on metal glides while the silver bail handle hardware accents the finish. With great bedroom storage capabilities and a casual traditional style, the Louis Philippe collection suits the master bedroom that recalls luxury without straying from practicality.",24.17,1.15,"TWIN BED HB & FB B1",77.17,6.89,3.74,,,,,,,,,,,,,,,,,21032254599,
202412,"Louis Philippe","G202413",2013,"TRA (TRADITIONAL)","B (BEDROOM)","MASTER BEDROOM","NIGHTSTAND",,"Cappuccino",0,"BOX",1,0,"Malaysia","Bring home the casual and elegant Louis Philippe bedroom collection. This group is made from select hardwood and veneers available in a rich cappuccino. Case pieces include metal on metal glides while the silver bail handle hardware accents the finish. With great bedroom storage capabilities and a casual traditional style, the Louis Philippe collection suits the master bedroom that recalls luxury without straying from practicality.",31.13,6.15,"NIGHT STAND",23.54,17.52,25.79,"NIGHT STAND",21.75,15.75,23.75,,,,,,,,,,,,,21032255428,
202413,"Louis Philippe","G202413",2013,"TRA (TRADITIONAL)","B (BEDROOM)","MASTER BEDROOM","DRESSER",,"Cappuccino",0,"BOX",1,0,"Malaysia","Bring home the casual and elegant Louis Philippe bedroom collection. This group is made from select hardwood and veneers available in a rich cappuccino. Case pieces include metal on metal glides while the silver bail handle hardware accents the finish. With great bedroom storage capabilities and a casual traditional style, the Louis Philippe collection suits the master bedroom that recalls luxury without straying from practicality.",86.08,21.64,"DRESSER",60.24,17.72,35.04,"DRESSER",58.5,15.75,33.25,,,,,,,,,,,,,21032255435,
202414,"Louis Philippe","G202413",2013,"TRA (TRADITIONAL)","B (BEDROOM)","MASTER BEDROOM","MIRROR",,"Cappuccino",0,"BOX",1,0,"Malaysia","Bring home the casual and elegant Louis Philippe bedroom collection. This group is made from select hardwood and veneers available in a rich cappuccino. Case pieces include metal on metal glides while the silver bail handle hardware accents the finish. With great bedroom storage capabilities and a casual traditional style, the Louis Philippe collection suits the master bedroom that recalls luxury without straying from practicality.",25.62,2.1,"MIRROR",41.14,2.17,40.75,"MIRROR",38.25,1,38.25,,,,,,,,,,,,,21032255442,
202415,"Louis Philippe","G202413",2013,"TRA (TRADITIONAL)","B (BEDROOM)","MASTER BEDROOM","CHEST",,"Cappuccino",0,"BOX",1,0,"Malaysia","Bring home the casual and elegant Louis Philippe bedroom collection. This group is made from select hardwood and veneers available in a rich cappuccino. Case pieces include metal on metal glides while the silver bail handle hardware accents the finish. With great bedroom storage capabilities and a casual traditional style, the Louis Philippe collection suits the master bedroom that recalls luxury without straying from practicality.",50.39,17.09,"CHEST",33.46,17.52,50.39,"CHEST",31.5,15.75,48.25,,,,,,,,,,,,,21032255459,
"202421KE","Montgomery","G202423",2013,"COU (COUNTRY)","B (BEDROOM)","MASTER BEDROOM","BED",,"Brown Cherry",1,"BOX",1,0,"Malaysia","Finished in a brown cherry, this bed instantly warms any room with its presence. A wood slatted headboard and footboard design brings pleasing visual detail, while clean lines and straight edges offer a complementary contrast. Create a warm and inviting bedroom space with the simplicity of the Montgomery bedroom collection.",,,,,,,"EASTERN KING BED",86.75,80.5,58,,,,,,,,,,,,,,
"202421KEB1","Montgomery","G202423",2013,"COU (COUNTRY)","B (BEDROOM)","MASTER BEDROOM","BED",,"Brown Cherry",0,"BOX",1,0,"Malaysia","Finished in a brown cherry, this bed instantly warms any room with its presence. A wood slatted headboard and footboard design brings pleasing visual detail, while clean lines and straight edges offer a complementary contrast. Create a warm and inviting bedroom space with the simplicity of the Montgomery bedroom collection.",72.77,6.65,"EASTERN KING BED HB & FB B1",82.87,39.17,3.54,,,,,,,,,,,,,,,,,21032257101,
"202421KEB2","Montgomery","G202423",2013,"COU (COUNTRY)","B (BEDROOM)","MASTER BEDROOM","BED",,"Brown Cherry",0,"BOX",1,0,"Malaysia","Finished in a brown cherry, this bed instantly warms any room with its presence. A wood slatted headboard and footboard design brings pleasing visual detail, while clean lines and straight edges offer a complementary contrast. Create a warm and inviting bedroom space with the simplicity of the Montgomery bedroom collection.",28.67,1.26,"EASTERN KING BED SIDE RAILS AND SLATS B2",85.63,6.5,3.94,,,,,,,,,,,,,,,,,21032257118,
"202421Q","Montgomery","G202423",2013,"COU (COUNTRY)","B (BEDROOM)","MASTER BEDROOM","BED",,"Brown Cherry",1,"BOX",1,0,"Malaysia","Finished in a brown cherry, this bed instantly warms any room with its presence. A wood slatted headboard and footboard design brings pleasing visual detail, while clean lines and straight edges offer a complementary contrast. Create a warm and inviting bedroom space with the simplicity of the Montgomery bedroom collection.",,,,,,,"QUEEN BED",86.75,64.75,58,,,,,,,,,,,,,,
"202421QB1","Montgomery","G202423",2013,"COU (COUNTRY)","B (BEDROOM)","MASTER BEDROOM","BED",,"Brown Cherry",0,"BOX",1,0,"Malaysia","Finished in a brown cherry, this bed instantly warms any room with its presence. A wood slatted headboard and footboard design brings pleasing visual detail, while clean lines and straight edges offer a complementary contrast. Create a warm and inviting bedroom space with the simplicity of the Montgomery bedroom collection.",63.95,5.39,"QUEEN BED HB & FB B1",67.13,39.17,3.54,,,,,,,,,,,,,,,,,21032257125,
"202421QB2","Montgomery","G202423",2013,"COU (COUNTRY)","B (BEDROOM)","MASTER BEDROOM","BED",,"Brown Cherry",0,"BOX",1,0,"Malaysia","Finished in a brown cherry, this bed instantly warms any room with its presence. A wood slatted headboard and footboard design brings pleasing visual detail, while clean lines and straight edges offer a complementary contrast. Create a warm and inviting bedroom space with the simplicity of the Montgomery bedroom collection.",26.46,1.26,"QUEEN BED SIDE RAILS AND SLATS B2",85.63,6.5,3.94,,,,,,,,,,,,,,,,,21032257132,
202422,"Montgomery","G202423",2013,"COU (COUNTRY)","B (BEDROOM)","MASTER BEDROOM","NIGHTSTAND",,"Brown Cherry",0,"BOX",1,0,"Malaysia","Finished in a brown cherry, this bed instantly warms any room with its presence. A wood slatted headboard and footboard design brings pleasing visual detail, while clean lines and straight edges offer a complementary contrast. Create a warm and inviting bedroom space with the simplicity of the Montgomery bedroom collection.",50.72,9.33,"NIGHT STAND",28.15,20.08,28.54,"NIGHT STAND",26,17.75,25.25,,,,,,,,,,,,,21032257149,
202423,"Montgomery","G202423",2013,"COU (COUNTRY)","B (BEDROOM)","MASTER BEDROOM","DRESSER",,"Brown Cherry",0,"BOX",1,0,"Malaysia","Finished in a brown cherry, this bed instantly warms any room with its presence. A wood slatted headboard and footboard design brings pleasing visual detail, while clean lines and straight edges offer a complementary contrast. Create a warm and inviting bedroom space with the simplicity of the Montgomery bedroom collection.",132.3,27.81,"DRESSER",61.42,20.08,38.98,"DRESSER",59,17.75,35.75,,,,,,,,,,,,,21032257156,
202424,"Montgomery","G202423",2013,"COU (COUNTRY)","B (BEDROOM)","MASTER BEDROOM","MIRROR",,"Brown Cherry",0,"BOX",1,0,"Malaysia","Finished in a brown cherry, this bed instantly warms any room with its presence. A wood slatted headboard and footboard design brings pleasing visual detail, while clean lines and straight edges offer a complementary contrast. Create a warm and inviting bedroom space with the simplicity of the Montgomery bedroom collection.",37.49,3.9,"MIRROR",46.06,41.34,3.54,"MIRROR",42.25,1.5,38.75,,,,,,,,,,,,,21032257163,
202425,"Montgomery","G202423",2013,"COU (COUNTRY)","B (BEDROOM)","MASTER BEDROOM","CHEST",,"Brown Cherry",0,"BOX",1,0,"Malaysia","Finished in a brown cherry, this bed instantly warms any room with its presence. A wood slatted headboard and footboard design brings pleasing visual detail, while clean lines and straight edges offer a complementary contrast. Create a warm and inviting bedroom space with the simplicity of the Montgomery bedroom collection.",105.84,22.7,"CHEST",37.6,20.08,51.91,"CHEST",35.5,17.75,48.75,,,,,,,,,,,,,21032257170,
"202450KE","Addley","G202453",2013,"CAS (CASUAL)","B (BEDROOM)","MASTER BEDROOM","BED",,"Dark Cherry",1,"BOX",1,0,"Vietnam","This platform like bed will be the centerpiece in your master suite or bedroom. It features a shell shaped brown by-cast vinyl detail on the headboard with a gentle curve finished in dark cherry. Sleek side rails, tapered feet and a low profiled look draws attention to the polished, causal style. Complementary storage options include a night stand, chest of drawers, dresser, mirror, and other pieces for a complete bedroom ensemble.",,,,,,,"EASTERN KING BED",82,81.75,52,,,,,,,,,,,,,,
"202450KEB1","Addley","G202453",2013,"CAS (CASUAL)","B (BEDROOM)","MASTER BEDROOM","BED",,"Dark Cherry",0,"BOX",1,0,"Vietnam","This platform like bed will be the centerpiece in your master suite or bedroom. It features a shell shaped brown by-cast vinyl detail on the headboard with a gentle curve finished in dark cherry. Sleek side rails, tapered feet and a low profiled look draws attention to the polished, causal style. Complementary storage options include a night stand, chest of drawers, dresser, mirror, and other pieces for a complete bedroom ensemble.",1,10.37,"EASTERN KING BED B1",82.63,36.75,5.88,,,,,,,,,,,,,,,,,21032256869,
"202450KEB2","Addley","G202453",2013,"CAS (CASUAL)","B (BEDROOM)","MASTER BEDROOM","BED",,"Dark Cherry",0,"BOX",1,0,"Vietnam","This platform like bed will be the centerpiece in your master suite or bedroom. It features a shell shaped brown by-cast vinyl detail on the headboard with a gentle curve finished in dark cherry. Sleek side rails, tapered feet and a low profiled look draws attention to the polished, causal style. Complementary storage options include a night stand, chest of drawers, dresser, mirror, and other pieces for a complete bedroom ensemble.",1,2.36,"EASTERN KING BED FOOTBOARD B2",82.63,16.5,3,,,,,,,,,,,,,,,,,21032256876,
"202450KEB3","Addley","G202453",2013,"CAS (CASUAL)","B (BEDROOM)","MASTER BEDROOM","BED",,"Dark Cherry",0,"BOX",1,0,"Vietnam","This platform like bed will be the centerpiece in your master suite or bedroom. It features a shell shaped brown by-cast vinyl detail on the headboard with a gentle curve finished in dark cherry. Sleek side rails, tapered feet and a low profiled look draws attention to the polished, causal style. Complementary storage options include a night stand, chest of drawers, dresser, mirror, and other pieces for a complete bedroom ensemble.",1,2.33,"EASTERN KING BED RAILS AND SLATS B3",89.75,10,4.5,,,,,,,,,,,,,,,,,21032256883,
"202450KW","Addley","G202453",2013,"CAS (CASUAL)","B (BEDROOM)","MASTER BEDROOM","BED",,"Dark Cherry",1,"BOX",1,0,"Vietnam","This platform like bed will be the centerpiece in your master suite or bedroom. It features a shell shaped brown by-cast vinyl detail on the headboard with a gentle curve finished in dark cherry. Sleek side rails, tapered feet and a low profiled look draws attention to the polished, causal style. Complementary storage options include a night stand, chest of drawers, dresser, mirror, and other pieces for a complete bedroom ensemble.",,,,,,,"CALIFORNIA KING BED",86,77.5,52,,,,,,,,,,,,,,
"202450KWB1","Addley","G202453",2013,"CAS (CASUAL)","B (BEDROOM)","MASTER BEDROOM","BED",,"Dark Cherry",0,"BOX",1,0,"Vietnam","This platform like bed will be the centerpiece in your master suite or bedroom. It features a shell shaped brown by-cast vinyl detail on the headboard with a gentle curve finished in dark cherry. Sleek side rails, tapered feet and a low profiled look draws attention to the polished, causal style. Complementary storage options include a night stand, chest of drawers, dresser, mirror, and other pieces for a complete bedroom ensemble.",1,9.82,"CALIFORNIA KING BED HEADBOARD B1",78.75,36.75,5.88,,,,,,,,,,,,,,,,,21032256890,
"202450KWB2","Addley","G202453",2013,"CAS (CASUAL)","B (BEDROOM)","MASTER BEDROOM","BED",,"Dark Cherry",0,"BOX",1,0,"Vietnam","This platform like bed will be the centerpiece in your master suite or bedroom. It features a shell shaped brown by-cast vinyl detail on the headboard with a gentle curve finished in dark cherry. Sleek side rails, tapered feet and a low profiled look draws attention to the polished, causal style. Complementary storage options include a night stand, chest of drawers, dresser, mirror, and other pieces for a complete bedroom ensemble.",1,2.21,"CALIFORNIA KING BED FOOTBOARD B2",77.5,16.5,3,,,,,,,,,,,,,,,,,21032256906,
"202450KWB3","Addley","G202453",2013,"CAS (CASUAL)","B (BEDROOM)","MASTER BEDROOM","BED",,"Dark Cherry",0,"BOX",1,0,"Vietnam","This platform like bed will be the centerpiece in your master suite or bedroom. It features a shell shaped brown by-cast vinyl detail on the headboard with a gentle curve finished in dark cherry. Sleek side rails, tapered feet and a low profiled look draws attention to the polished, causal style. Complementary storage options include a night stand, chest of drawers, dresser, mirror, and other pieces for a complete bedroom ensemble.",1,2.43,"CALIFORNIA KING BED RAILS AND SLATS B3",93.75,10,4.5,,,,,,,,,,,,,,,,,21032256913,
"202450Q","Addley","G202453",2013,"CAS (CASUAL)","B (BEDROOM)","MASTER BEDROOM","BED",,"Dark Cherry",1,"BOX",1,0,"Vietnam","This platform like bed will be the centerpiece in your master suite or bedroom. It features a shell shaped brown by-cast vinyl detail on the headboard with a gentle curve finished in dark cherry. Sleek side rails, tapered feet and a low profiled look draws attention to the polished, causal style. Complementary storage options include a night stand, chest of drawers, dresser, mirror, and other pieces for a complete bedroom ensemble.",,,,,,,"QUEEN BED",82,65.75,52,,,,,,,,,,,,,,
"202450QB1","Addley","G202453",2013,"CAS (CASUAL)","B (BEDROOM)","MASTER BEDROOM","BED",,"Dark Cherry",0,"BOX",1,0,"Vietnam","This platform like bed will be the centerpiece in your master suite or bedroom. It features a shell shaped brown by-cast vinyl detail on the headboard with a gentle curve finished in dark cherry. Sleek side rails, tapered feet and a low profiled look draws attention to the polished, causal style. Complementary storage options include a night stand, chest of drawers, dresser, mirror, and other pieces for a complete bedroom ensemble.",1,8.35,"QUEEN BED HEADBOARD B1",66.5,36.75,5.88,,,,,,,,,,,,,,,,,21032256920,
"202450QB2","Addley","G202453",2013,"CAS (CASUAL)","B (BEDROOM)","MASTER BEDROOM","BED",,"Dark Cherry",0,"BAG",1,0,"Vietnam","This platform like bed will be the centerpiece in your master suite or bedroom. It features a shell shaped brown by-cast vinyl detail on the headboard with a gentle curve finished in dark cherry. Sleek side rails, tapered feet and a low profiled look draws attention to the polished, causal style. Complementary storage options include a night stand, chest of drawers, dresser, mirror, and other pieces for a complete bedroom ensemble.",1,1.88,"QUEEN BED FOOTBOARD B2",65.75,16.5,3,,,,,,,,,,,,,,,,,21032256937,
"202450QB3","Addley","G202453",2013,"CAS (CASUAL)","B (BEDROOM)","MASTER BEDROOM","BED",,"Dark Cherry",0,"BOX",1,0,"Vietnam","This platform like bed will be the centerpiece in your master suite or bedroom. It features a shell shaped brown by-cast vinyl detail on the headboard with a gentle curve finished in dark cherry. Sleek side rails, tapered feet and a low profiled look draws attention to the polished, causal style. Complementary storage options include a night stand, chest of drawers, dresser, mirror, and other pieces for a complete bedroom ensemble.",1,2.33,"QUEEN BED SIDE RAILS AND SLATS B3",89.75,10,4.5,,,,,,,,,,,,,,,,,21032256944,
"202451KE","Addley","G202453",2013,"CAS (CASUAL)","B (BEDROOM)","MASTER BEDROOM","BED",,"Dark Cherry",1,"BOX",1,0,"Vietnam","This platform like bed will be the centerpiece in your master suite or bedroom. It features a geometric high paneled headboard finished in dark cherry. Sleek side rails, tapered feet and a low profiled look draws attention to the polished, causal style. Complementary storage options include a night stand, chest of drawers, dresser, mirror, and other pieces for a complete bedroom ensemble.",,,,,,,"EASTERN KING BED",82,81.75,52,,,,,,,,,,,,,,
"202451KEB1","Addley","G202453",2013,"CAS (CASUAL)","B (BEDROOM)","MASTER BEDROOM","BED",,"Dark Cherry",0,"BOX",1,0,"Vietnam","This platform like bed will be the centerpiece in your master suite or bedroom. It features a geometric high paneled headboard finished in dark cherry. Sleek side rails, tapered feet and a low profiled look draws attention to the polished, causal style. Complementary storage options include a night stand, chest of drawers, dresser, mirror, and other pieces for a complete bedroom ensemble.",1,9,"EASTERN KING BED B1",82.63,36.75,5.13,,,,,,,,,,,,,,,,,21032256951,
"202451KEB2","Addley","G202453",2013,"CAS (CASUAL)","B (BEDROOM)","MASTER BEDROOM","BED",,"Dark Cherry",0,"BOX",1,0,"Vietnam","This platform like bed will be the centerpiece in your master suite or bedroom. It features a geometric high paneled headboard finished in dark cherry. Sleek side rails, tapered feet and a low profiled look draws attention to the polished, causal style. Complementary storage options include a night stand, chest of drawers, dresser, mirror, and other pieces for a complete bedroom ensemble.",1,2.36,"EASTERN KING BED FOOTBOARD B2",82.63,16.5,3,,,,,,,,,,,,,,,,,21032256968,
"202451KEB3","Addley","G202453",2013,"CAS (CASUAL)","B (BEDROOM)","MASTER BEDROOM","BED",,"Dark Cherry",0,"BOX",1,0,"Vietnam","This platform like bed will be the centerpiece in your master suite or bedroom. It features a geometric high paneled headboard finished in dark cherry. Sleek side rails, tapered feet and a low profiled look draws attention to the polished, causal style. Complementary storage options include a night stand, chest of drawers, dresser, mirror, and other pieces for a complete bedroom ensemble.",1,2.33,"EASTERN KING BED RAILS AND SLATS B3",89.75,10,4.5,,,,,,,,,,,,,,,,,21032256975,
"202451KW","Addley","G202453",2013,"CAS (CASUAL)","B (BEDROOM)","MASTER BEDROOM","BED",,"Dark Cherry",1,"BOX",1,0,"Vietnam","This platform like bed will be the centerpiece in your master suite or bedroom. It features a geometric high paneled headboard finished in dark cherry. Sleek side rails, tapered feet and a low profiled look draws attention to the polished, causal style. Complementary storage options include a night stand, chest of drawers, dresser, mirror, and other pieces for a complete bedroom ensemble.",,,,,,,"CALIFORNIA KING BED",86,77.5,52,,,,,,,,,,,,,,
"202451KWB1","Addley","G202453",2013,"CAS (CASUAL)","B (BEDROOM)","MASTER BEDROOM","BED",,"Dark Cherry",0,"BOX",1,0,"Vietnam","This platform like bed will be the centerpiece in your master suite or bedroom. It features a geometric high paneled headboard finished in dark cherry. Sleek side rails, tapered feet and a low profiled look draws attention to the polished, causal style. Complementary storage options include a night stand, chest of drawers, dresser, mirror, and other pieces for a complete bedroom ensemble.",1,8.58,"CALIFORNIA KING BED HEADBOARD B1",78.75,36.75,5.13,,,,,,,,,,,,,,,,,21032256982,
"202451KWB2","Addley","G202453",2013,"CAS (CASUAL)","B (BEDROOM)","MASTER BEDROOM","BED",,"Dark Cherry",0,"BOX",1,0,"Vietnam","This platform like bed will be the centerpiece in your master suite or bedroom. It features a geometric high paneled headboard finished in dark cherry. Sleek side rails, tapered feet and a low profiled look draws attention to the polished, causal style. Complementary storage options include a night stand, chest of drawers, dresser, mirror, and other pieces for a complete bedroom ensemble.",1,2.21,"CALIFORNIA KING BED FOOTBOARD B2",77.5,16.5,3,,,,,,,,,,,,,,,,,21032256999,
"202451KWB3","Addley","G202453",2013,"CAS (CASUAL)","B (BEDROOM)","MASTER BEDROOM","BED",,"Dark Cherry",0,"BOX",1,0,"Vietnam","This platform like bed will be the centerpiece in your master suite or bedroom. It features a geometric high paneled headboard finished in dark cherry. Sleek side rails, tapered feet and a low profiled look draws attention to the polished, causal style. Complementary storage options include a night stand, chest of drawers, dresser, mirror, and other pieces for a complete bedroom ensemble.",1,2.43,"CALIFORNIA KING BED RAILS AND SLATS B3",93.75,10,4.5,,,,,,,,,,,,,,,,,21032257002,
"202451Q","Addley","G202453",2013,"CAS (CASUAL)","B (BEDROOM)","MASTER BEDROOM","BED",,"Dark Cherry",0,"BOX",1,0,"Vietnam","This platform like bed will be the centerpiece in your master suite or bedroom. It features a geometric high paneled headboard finished in dark cherry. Sleek side rails, tapered feet and a low profiled look draws attention to the polished, causal style. Complementary storage options include a night stand, chest of drawers, dresser, mirror, and other pieces for a complete bedroom ensemble.",,,,,,,"QUEEN BED",82,65.75,52,,,,,,,,,,,,,,
"202451QB1","Addley","G202453",2013,"CAS (CASUAL)","B (BEDROOM)","MASTER BEDROOM","BED",,"Dark Cherry",0,"BOX",1,0,"Vietnam","This platform like bed will be the centerpiece in your master suite or bedroom. It features a geometric high paneled headboard finished in dark cherry. Sleek side rails, tapered feet and a low profiled look draws attention to the polished, causal style. Complementary storage options include a night stand, chest of drawers, dresser, mirror, and other pieces for a complete bedroom ensemble.",1,11.32,"QUEEN BED HEADBOARD B1",66.5,36.75,5.13,,,,,,,,,,,,,,,,,21032257019,
"202451QB2","Addley","G202453",2013,"CAS (CASUAL)","B (BEDROOM)","MASTER BEDROOM","BED",,"Dark Cherry",0,"BOX",1,0,"Vietnam","This platform like bed will be the centerpiece in your master suite or bedroom. It features a geometric high paneled headboard finished in dark cherry. Sleek side rails, tapered feet and a low profiled look draws attention to the polished, causal style. Complementary storage options include a night stand, chest of drawers, dresser, mirror, and other pieces for a complete bedroom ensemble.",1,1.75,"QUEEN BED FOOTBOARD B2",65.75,16.5,3,,,,,,,,,,,,,,,,,21032257026,
"202451QB3","Addley","G202453",2013,"CAS (CASUAL)","B (BEDROOM)","MASTER BEDROOM","BED",,"Dark Cherry",0,"BOX",1,0,"Vietnam","This platform like bed will be the centerpiece in your master suite or bedroom. It features a geometric high paneled headboard finished in dark cherry. Sleek side rails, tapered feet and a low profiled look draws attention to the polished, causal style. Complementary storage options include a night stand, chest of drawers, dresser, mirror, and other pieces for a complete bedroom ensemble.",1,2.33,"QUEEN BED SIDE RAILS AND SLATS B3",89.75,10,4.5,,,,,,,,,,,,,,,,,21032257033,
202452,"Addley","G202453",2013,"CAS (CASUAL)","B (BEDROOM)","MASTER BEDROOM","NIGHTSTAND",,"Dark Cherry",0,"BOX",1,0,"Vietnam","This platform like bed will be the centerpiece in your master suite or bedroom. It features a shell shaped brown by-cast vinyl detail on the headboard with a gentle curve finished in dark cherry. Sleek side rails, tapered feet and a low profiled look draws attention to the polished, causal style. Complementary storage options include a night stand, chest of drawers, dresser, mirror, and other pieces for a complete bedroom ensemble.",1,8.69,"NIGHT STAND",29.13,18.75,27.5,"NIGHT STAND",26,17.75,26,,,,,,,,,,,,,21032257040,
202453,"Addley","G202453",2013,"CAS (CASUAL)","B (BEDROOM)","MASTER BEDROOM","DRESSER",,"Dark Cherry",0,"BOX",1,0,"Vietnam","This platform like bed will be the centerpiece in your master suite or bedroom. It features a shell shaped brown by-cast vinyl detail on the headboard with a gentle curve finished in dark cherry. Sleek side rails, tapered feet and a low profiled look draws attention to the polished, causal style. Complementary storage options include a night stand, chest of drawers, dresser, mirror, and other pieces for a complete bedroom ensemble.",1,28.18,"DRESSER",56.5,19.25,44.63,"DRESSER",55,17.75,43,,,,,,,,,,,,,21032257057,
